method,split,seed,extractor,evidence_status,metric,value
coordinate,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015567882481578891
coordinate,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.02161713856211303
coordinate,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01802433426758962
coordinate,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015511280485277019
coordinate,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.02160681675935469
direct,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.016012403090396664
direct,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.014183239131963222
direct,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.01897214630786907
direct,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.015058328236813813
direct,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.013198361954250492
direct,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.01805838787175095
direct,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01458693889690051
direct,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.013345770797002674
direct,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.018191858853565685
filter0,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.027026008530172833
filter0,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024485918802280227
filter0,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03062217719140553
filter0,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.027026008530172885
filter0,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024485918802280272
filter0,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.030622177191405583
filter0,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.027026008530172885
filter0,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024485918802280272
filter0,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.030622177191405583
filter1,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.026660942478161826
filter1,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024376783271216253
filter1,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.030495582872003907
filter1,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02666094247816187
filter1,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.0243767832712163
filter1,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.030495582872003955
filter1,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02666094247816187
filter1,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.0243767832712163
filter1,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.030495582872003955
filter2,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02657907882998349
filter2,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02437326760386423
filter2,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03048732606477922
filter2,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.026579078829983536
filter2,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02437326760386427
filter2,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.030487326064779274
filter2,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.026579078829983536
filter2,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02437326760386427
filter2,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.030487326064779274
initialized,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01830663633851059
initialized,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015716383201395654
initialized,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.02218000220415389
initialized,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018289751381765175
initialized,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015745882310351275
initialized,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.022161299058382954
initialized,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01829656458621032
initialized,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015861708297904297
initialized,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.02198954437362466
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018051315012351264
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015659485304176993
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.021752800045343586
joint_affine,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018051315012351264
joint_affine,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015659485304176993
joint_affine,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.021752800045343586
joint_affine,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018051315012351264
joint_affine,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015659485304176993
joint_affine,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.021752800045343586
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01844904209940795
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01594146763395868
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.02225893362437551
joint_offset,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01844904209940795
joint_offset,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01594146763395868
joint_offset,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.02225893362437551
joint_offset,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01844904209940795
joint_offset,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01594146763395868
joint_offset,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.02225893362437551
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018213242880485727
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015442755081100486
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.02231771743210042
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018213163340525064
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01549290537013658
ordinary_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.022215538861665666
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018268288306410845
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015525218979982453
ordinary_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.022373216022869732
paired_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018229830720387245
paired_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015521050310712343
paired_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.022163032601611593
paired_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018236958251086798
paired_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015509463677051154
paired_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.022190235630548928
paired_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01829990049738591
paired_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015665577617710473
paired_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.022273458596163285
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018237927885901343
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015526023671890793
shuffled_jepa,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.022187590242218752
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.01823244587208511
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.015511046750280205
shuffled_jepa,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.02217746274555215
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.018305039314941294
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.01566604309958932
shuffled_jepa,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.022271674301748697
smoothnet,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02034762953120558
smoothnet,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.017993390795846546
smoothnet,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.024055042255241237
smoothnet,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.020451251984952873
smoothnet,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.018010561110423366
smoothnet,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.02409540750572538
smoothnet,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.02044053300497549
smoothnet,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.018001799044141953
smoothnet,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.024045916690061057
static,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.017290896455266717
static,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.014399386058471466
static,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.020406305697880576
static,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.017297768548948902
static,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.014373244992772328
static,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.020420858041663152
static,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.017274922201373347
static,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.014498655619047555
static,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.020437531354337887
unchanged,development,17,hrnet_w32,automated-source-screen,synthetic_all_nle,0.027026008530172833
unchanged,development,17,rtmpose_m,automated-source-screen,synthetic_all_nle,0.02449121918591506
unchanged,development,17,vitpose_base,automated-source-screen,synthetic_all_nle,0.03062217719140553
unchanged,development,29,hrnet_w32,automated-source-screen,synthetic_all_nle,0.027026008530172885
unchanged,development,29,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024491219185915104
unchanged,development,29,vitpose_base,automated-source-screen,synthetic_all_nle,0.030622177191405583
unchanged,development,43,hrnet_w32,automated-source-screen,synthetic_all_nle,0.027026008530172885
unchanged,development,43,rtmpose_m,automated-source-screen,synthetic_all_nle,0.024491219185915104
unchanged,development,43,vitpose_base,automated-source-screen,synthetic_all_nle,0.030622177191405583
coordinate,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
coordinate,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
coordinate,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
coordinate,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
coordinate,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
coordinate,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
coordinate,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
coordinate,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
coordinate,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
direct,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
direct,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
direct,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
direct,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
direct,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
direct,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
direct,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
direct,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
direct,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter0,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter0,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter0,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter0,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter0,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter0,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter0,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter0,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter0,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter1,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter1,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter1,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter1,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter1,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter1,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter1,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter1,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter1,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter2,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter2,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter2,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter2,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter2,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter2,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
filter2,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
filter2,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
filter2,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
initialized,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
initialized,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
initialized,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
initialized,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
initialized,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
initialized,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
initialized,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
initialized,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
initialized,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
joint_affine,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
joint_offset,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
ordinary_jepa,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
paired_jepa,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
shuffled_jepa,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
smoothnet,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
static,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
static,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
static,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
static,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
static,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
static,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
static,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
static,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
static,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
unchanged,development,17,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
unchanged,development,17,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
unchanged,development,17,vitpose_base,automated-source-screen,synthetic_occluded_nle,
unchanged,development,29,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
unchanged,development,29,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
unchanged,development,29,vitpose_base,automated-source-screen,synthetic_occluded_nle,
unchanged,development,43,hrnet_w32,automated-source-screen,synthetic_occluded_nle,
unchanged,development,43,rtmpose_m,automated-source-screen,synthetic_occluded_nle,
unchanged,development,43,vitpose_base,automated-source-screen,synthetic_occluded_nle,
