method,split,seed,extractor,evidence_status,metric,value,condition
paired_jepa,development,29,vitpose_base,automated-source-screen,displacement_nle,0.005955250643989528,obstruction
paired_jepa,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.007770955551416509,obstruction
paired_jepa,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.005490456809710266,obstruction
paired_jepa,development,43,vitpose_base,automated-source-screen,displacement_nle,0.005919284853025726,obstruction
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.007797657614991553,obstruction
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.00550378596683305,obstruction
shuffled_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.005945525550252615,obstruction
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.00777211587309046,obstruction
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.005491761272002919,obstruction
shuffled_jepa,development,29,vitpose_base,automated-source-screen,displacement_nle,0.005950603373884458,obstruction
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.007766222638262952,obstruction
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.005486737982334443,obstruction
shuffled_jepa,development,43,vitpose_base,automated-source-screen,displacement_nle,0.005916643892119518,obstruction
smoothnet,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.007740339247844381,obstruction
smoothnet,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.005434049386333972,obstruction
smoothnet,development,17,vitpose_base,automated-source-screen,displacement_nle,0.00591671055201919,obstruction
smoothnet,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.007742444848151888,obstruction
smoothnet,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.005435248547965833,obstruction
smoothnet,development,29,vitpose_base,automated-source-screen,displacement_nle,0.005908676920141231,obstruction
smoothnet,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.007745122200874497,obstruction
smoothnet,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.005438752247185322,obstruction
smoothnet,development,43,vitpose_base,automated-source-screen,displacement_nle,0.005915973350513311,obstruction
static,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.007586089849660847,obstruction
static,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.005087615593393597,obstruction
static,development,17,vitpose_base,automated-source-screen,displacement_nle,0.005689127439218316,obstruction
static,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.007601190615615303,obstruction
static,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.005105620058615476,obstruction
static,development,29,vitpose_base,automated-source-screen,displacement_nle,0.005700584501737093,obstruction
static,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.007591514678777677,obstruction
static,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.005131581451878501,obstruction
static,development,43,vitpose_base,automated-source-screen,displacement_nle,0.005658224425758289,obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.00773958892218381,obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.00540182010728285,obstruction
unchanged,development,17,vitpose_base,automated-source-screen,displacement_nle,0.0058721951120265905,obstruction
unchanged,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.007739588922183854,obstruction
unchanged,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.005401820107282899,obstruction
unchanged,development,29,vitpose_base,automated-source-screen,displacement_nle,0.005872195112026636,obstruction
unchanged,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.007739588922183854,obstruction
unchanged,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.005401820107282899,obstruction
unchanged,development,43,vitpose_base,automated-source-screen,displacement_nle,0.005872195112026636,obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
direct,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter0,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter1,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
filter2,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
initialized,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
joint_affine,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
joint_offset,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
ordinary_jepa,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
paired_jepa,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
shuffled_jepa,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
smoothnet,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
static,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
static,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
static,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
static,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
static,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
static,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
static,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
static,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
static,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,29,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,29,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,29,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,43,hrnet_w32,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,43,rtmpose_m,automated-source-screen,ankle_separation_mae,,obstruction
unchanged,development,43,vitpose_base,automated-source-screen,ankle_separation_mae,,obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
coordinate,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
coordinate,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
coordinate,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
coordinate,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
coordinate,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
coordinate,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
direct,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
direct,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
direct,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
direct,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
direct,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
direct,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
direct,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
direct,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
direct,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter0,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter0,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter0,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter0,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter0,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter0,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter0,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter1,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter1,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter1,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter1,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter1,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter1,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter1,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter2,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter2,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter2,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter2,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
filter2,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
filter2,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
filter2,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
initialized,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
initialized,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
initialized,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
initialized,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
initialized,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
initialized,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
initialized,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
joint_affine,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
joint_offset,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
ordinary_jepa,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
paired_jepa,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
shuffled_jepa,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
smoothnet,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
static,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
static,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
static,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
static,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
static,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
static,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
static,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
static,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
static,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_error,,obstruction
unchanged,development,29,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
unchanged,development,29,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
unchanged,development,29,vitpose_base,automated-source-screen,amplitude_error,,obstruction
unchanged,development,43,hrnet_w32,automated-source-screen,amplitude_error,,obstruction
unchanged,development,43,rtmpose_m,automated-source-screen,amplitude_error,,obstruction
unchanged,development,43,vitpose_base,automated-source-screen,amplitude_error,,obstruction
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
coordinate,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
coordinate,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
coordinate,development,29,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
coordinate,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
coordinate,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
coordinate,development,43,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
direct,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
direct,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
direct,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
direct,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
direct,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
direct,development,29,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
direct,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
direct,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
direct,development,43,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,29,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter0,development,43,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,29,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter1,development,43,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,29,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
filter2,development,43,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,29,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,29,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,29,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,43,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,43,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
initialized,development,43,vitpose_base,automated-source-screen,amplitude_ratio,,obstruction
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,obstruction
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,obstruction
