relative_path,source_dataset,parent_path,subject_id_candidate,motion_id,sha256,npz_keys,num_frames,pose_width,trans_frames,trans_width,mocap_framerate,gender,status,error
KIT/348/parkour04_poses.npz,KIT,KIT/348,KIT::348,parkour04,c8278a3c92a01db549687964d5b8509866429ed6430776997060a20437d56795,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1035,156,1035,3,100.0,female,ok,
KIT/348/parkour05_poses.npz,KIT,KIT/348,KIT::348,parkour05,882c100bebc493a951cd856358161cab85168e917fadc9b52e0d39eb6730e33b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1046,156,1046,3,100.0,female,ok,
KIT/348/parkour06_poses.npz,KIT,KIT/348,KIT::348,parkour06,7b1d81ad0649a0b5d376bb8aa88664070614c5057adae059cfbe66d4054babf2,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1125,156,1125,3,100.0,female,ok,
KIT/348/run01_poses.npz,KIT,KIT/348,KIT::348,run01,734e279c09dd3d6f4c4b56fa2b71ee91720d59a6672ac35a2d70e1ca955475fb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",111,156,111,3,100.0,female,ok,
KIT/348/run02_poses.npz,KIT,KIT/348,KIT::348,run02,0eafeea5d6bf62eacc6ff54f957d2e8a522c97eb2c3ac3496d517e8844d7dd48,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",96,156,96,3,100.0,female,ok,
KIT/348/run03_poses.npz,KIT,KIT/348,KIT::348,run03,ebe40182bccb2fad150142ba7815e0f965f6538b968df12eeed041e2e616c78f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",106,156,106,3,100.0,female,ok,
KIT/348/run04_poses.npz,KIT,KIT/348,KIT::348,run04,d3ebd953d1997fcfdd46a640f1b66e71a21c3aaa357504d7367d21762f7373bc,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",97,156,97,3,100.0,female,ok,
KIT/348/run05_poses.npz,KIT,KIT/348,KIT::348,run05,5d6611a2b11c841d2abbcb2d1b6e70e2af45cf03dc7b68d8a1f18534f79e22bb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",92,156,92,3,100.0,female,ok,
KIT/348/step_over_gap01_poses.npz,KIT,KIT/348,KIT::348,step_over_gap01,909246d5c7bdc93c4d3ae4b137b1c4381dc5e504cd9f662fca2d17e74b98ab65,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",620,156,620,3,100.0,female,ok,
KIT/348/step_over_gap02_poses.npz,KIT,KIT/348,KIT::348,step_over_gap02,467725249d50ced0b36b4a2509a94fb723cc6a0ae264027c59a8a466d2f4babb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",731,156,731,3,100.0,female,ok,
KIT/348/step_over_gap03_poses.npz,KIT,KIT/348,KIT::348,step_over_gap03,8be22861b442f865399d71b27b489d08c20d31050720e4c90ef344c97ccbe47b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",599,156,599,3,100.0,female,ok,
KIT/348/step_over_gap04_poses.npz,KIT,KIT/348,KIT::348,step_over_gap04,1cd0d3c5a192be260608d3321e8a4e892b0c36f555b8b5ac3cbde6b5e5cce80b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",603,156,603,3,100.0,female,ok,
KIT/348/step_over_gap05_poses.npz,KIT,KIT/348,KIT::348,step_over_gap05,6c0fac7628305d63a9d1878a1887827a7488485bee838ea6f01996b67eb107ec,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",621,156,621,3,100.0,female,ok,
KIT/348/step_over_gap06_poses.npz,KIT,KIT/348,KIT::348,step_over_gap06,717294d5493d22c6c49b007d60977128ef1866bdf732e3c9e7af0f1afa28a4ad,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",487,156,487,3,100.0,female,ok,
KIT/348/step_over_gap07_poses.npz,KIT,KIT/348,KIT::348,step_over_gap07,8f33e6fe46fbef8abf3b4b7a1c88243453482a30e607f44e2a52ff5a77b983ba,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",445,156,445,3,100.0,female,ok,
KIT/348/step_over_gap08_poses.npz,KIT,KIT/348,KIT::348,step_over_gap08,2ba7b8259d73e60c5da67d11a2f27d3cb56be74330bb9b41745d95d6ef17f24f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",415,156,415,3,100.0,female,ok,
KIT/348/step_over_gap09_poses.npz,KIT,KIT/348,KIT::348,step_over_gap09,34fb8675b1fc53ecb24c64d4f593ed6d767291ebc12486a75d4b1a5a83b02e8d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",454,156,454,3,100.0,female,ok,
KIT/348/turn_left01_poses.npz,KIT,KIT/348,KIT::348,turn_left01,7e757c36213817906d987abc0000193a047353b579f5b1a84f38d32dc99f76c3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",627,156,627,3,100.0,female,ok,
KIT/348/turn_left02_poses.npz,KIT,KIT/348,KIT::348,turn_left02,21d0cd151941f9197b173cf8d40354b22be088c7bbe320637f18d02bf25b888e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",626,156,626,3,100.0,female,ok,
KIT/348/turn_left03_poses.npz,KIT,KIT/348,KIT::348,turn_left03,c6ec5e1aef6867926f211a9bf7bc5a844a3fa2d1146988f740c81bd12f3ef4eb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",639,156,639,3,100.0,female,ok,
KIT/348/turn_left04_poses.npz,KIT,KIT/348,KIT::348,turn_left04,0ac655db061d223836a30a7712206b3a9dc702f354fdd756f9f1e9ca54c3735b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",594,156,594,3,100.0,female,ok,
KIT/348/turn_left05_poses.npz,KIT,KIT/348,KIT::348,turn_left05,0d4eb043c96876cebcd8ab5bdb2f577a4b24c20ef4e0fd3bcf8144837f76c29b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",619,156,619,3,100.0,female,ok,
KIT/348/turn_left06_poses.npz,KIT,KIT/348,KIT::348,turn_left06,0996ad4f19b4d1d035270482a4e6ba593b927b3fd413cf0c10def63ff3fcc83b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",634,156,634,3,100.0,female,ok,
KIT/348/turn_left07_poses.npz,KIT,KIT/348,KIT::348,turn_left07,960cd4f04896ac61354a2f4096b4ee86b46e0d445e2312b2593c17a5c2285fc3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",606,156,606,3,100.0,female,ok,
KIT/348/turn_left08_poses.npz,KIT,KIT/348,KIT::348,turn_left08,0dceae382ed346254e9916c198fe2435952464f1f9bf0e4c907fb687a9b77196,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",618,156,618,3,100.0,female,ok,
KIT/348/turn_left09_poses.npz,KIT,KIT/348,KIT::348,turn_left09,c7df14184c5d11f9d2bf9893fe580a875e17ab8b4bf129f657bcadfc5b03f74f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",568,156,568,3,100.0,female,ok,
KIT/348/turn_left10_poses.npz,KIT,KIT/348,KIT::348,turn_left10,3b6ee572256b20b1e5d74e5a2f16c80d54a67e1eae41ddb96e74e8e4a85bd103,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",617,156,617,3,100.0,female,ok,
KIT/348/turn_right01_poses.npz,KIT,KIT/348,KIT::348,turn_right01,2f1c3e220221dfdaa7c6449ffdde047c7190e625300746abaed9e34a5cb1181b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",650,156,650,3,100.0,female,ok,
KIT/348/turn_right02_poses.npz,KIT,KIT/348,KIT::348,turn_right02,9fbc5d6ca4c35837a250ceaba8bda540567d17e314d5fee7b3d496393892393f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",710,156,710,3,100.0,female,ok,
KIT/348/turn_right03_poses.npz,KIT,KIT/348,KIT::348,turn_right03,2590c6b7b04a9b2fe5a3cbe14d4645560c23166e014842fdf31c0726918d0fa2,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",624,156,624,3,100.0,female,ok,
KIT/348/turn_right04_poses.npz,KIT,KIT/348,KIT::348,turn_right04,1050a5de2c25b81ecd406be8ef3b5af0b64392d9949048d1cdad02eef944ae95,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",667,156,667,3,100.0,female,ok,
KIT/348/turn_right05_poses.npz,KIT,KIT/348,KIT::348,turn_right05,04e3a6fa2bbdbda6728c54942c618d0ede83baa304a4f49672446527fa0cf303,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",685,156,685,3,100.0,female,ok,
KIT/348/turn_right06_poses.npz,KIT,KIT/348,KIT::348,turn_right06,cf5681d32d0e57a5f06afd6b94c7092c9941435008b10a89f5a64856cec607ca,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",622,156,622,3,100.0,female,ok,
KIT/348/turn_right07_poses.npz,KIT,KIT/348,KIT::348,turn_right07,008d04f07725a27a2e863fe92bcf9935dd6ce3e91075dae308f61a62f4167ed1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",658,156,658,3,100.0,female,ok,
KIT/348/turn_right08_poses.npz,KIT,KIT/348,KIT::348,turn_right08,2f1c49d1f3387f4bfe9e904f0726b99fe20da4025f21f22cade19585edd89f58,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",556,156,556,3,100.0,female,ok,
KIT/348/turn_right09_poses.npz,KIT,KIT/348,KIT::348,turn_right09,9c05ad63d93907ae366cce5f38a7600ba477774d580c3aba95021f74e8098439,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",661,156,661,3,100.0,female,ok,
KIT/348/turn_right10_poses.npz,KIT,KIT/348,KIT::348,turn_right10,c2732b49d6cdadc56419806c853a56e2122196227683d0bc818e95399f9a71ac,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",642,156,642,3,100.0,female,ok,
KIT/348/walking_fast01_poses.npz,KIT,KIT/348,KIT::348,walking_fast01,f39bbfc07d6153d73b02579aa7eb42f47b054b440558f178256727566b5840aa,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",446,156,446,3,100.0,female,ok,
KIT/348/walking_fast02_poses.npz,KIT,KIT/348,KIT::348,walking_fast02,e3043b7fa6b873a410fb7c28ff86f88d77584eb17b30a116dc2a07fee9d2671d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",321,156,321,3,100.0,female,ok,
KIT/348/walking_fast03_poses.npz,KIT,KIT/348,KIT::348,walking_fast03,ba53866940bce42450d7e4e1db46562b5597cd19daf8c9475d940b8450f8b250,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",306,156,306,3,100.0,female,ok,
KIT/348/walking_fast04_poses.npz,KIT,KIT/348,KIT::348,walking_fast04,2ee0b102c3e65f2c00654b5a9225909797ec73fae7030fdff39692d5081735c7,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",433,156,433,3,100.0,female,ok,
KIT/348/walking_fast05_poses.npz,KIT,KIT/348,KIT::348,walking_fast05,067aac802f522580d70d60852fbde01c7f64d2854ec5a1bc6b931b0788ec0cea,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",477,156,477,3,100.0,female,ok,
KIT/348/walking_fast06_poses.npz,KIT,KIT/348,KIT::348,walking_fast06,67ab69471514a9af6e1f0c8ed2619edeeecc78609e06d928c39260c793d0f0a3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",440,156,440,3,100.0,female,ok,
KIT/348/walking_fast07_poses.npz,KIT,KIT/348,KIT::348,walking_fast07,f94acff44084a5b36150a60626e101f4165d972402b6c4a63944870d221d4211,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",411,156,411,3,100.0,female,ok,
KIT/348/walking_fast08_poses.npz,KIT,KIT/348,KIT::348,walking_fast08,539541700e5845df3eb99fa6d0ab6a6d856a344998ef117df4ed64a48ee510d7,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",428,156,428,3,100.0,female,ok,
KIT/348/walking_fast09_poses.npz,KIT,KIT/348,KIT::348,walking_fast09,8621e8696e5eed2bf963ecbc9db8995a535f3f359f39a9dd11d38f49f80bab62,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",333,156,333,3,100.0,female,ok,
KIT/348/walking_medium01_poses.npz,KIT,KIT/348,KIT::348,walking_medium01,fb3c2b9635c6e61de7a2d01ff7aabe7c342d0bc7f4f0a254188000dd086cbde7,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",410,156,410,3,100.0,female,ok,
KIT/348/walking_medium02_poses.npz,KIT,KIT/348,KIT::348,walking_medium02,d8dc7047a8348f3c885763c8f767e69f47cb5f919e8c7c3b5f1ea69af859a39d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",493,156,493,3,100.0,female,ok,
KIT/348/walking_medium03_poses.npz,KIT,KIT/348,KIT::348,walking_medium03,945228f3e94682e0a37f86d29cae9d123dff092dcc11e15eee80da6383b6c51e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",432,156,432,3,100.0,female,ok,
KIT/348/walking_medium04_poses.npz,KIT,KIT/348,KIT::348,walking_medium04,c1285620b88e442cde7b18f8b1365e857f9267547e5e7f427aed7a4340832270,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",514,156,514,3,100.0,female,ok,
KIT/348/walking_medium05_poses.npz,KIT,KIT/348,KIT::348,walking_medium05,4aacc82202c4252ba465498cc3913b0691fbb7478a60fe1840ec8f9b1b9ef88b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",413,156,413,3,100.0,female,ok,
KIT/348/walking_medium06_poses.npz,KIT,KIT/348,KIT::348,walking_medium06,0fa0dda277fa60c2a697bb404fc763f49ec03c29200eaad6a4e9710bd39757d8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",441,156,441,3,100.0,female,ok,
KIT/348/walking_medium07_poses.npz,KIT,KIT/348,KIT::348,walking_medium07,4452170436e2c46d7990ea9eeb31e03c33376cf57adfac81d878449e88ecea9b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",426,156,426,3,100.0,female,ok,
KIT/348/walking_medium08_poses.npz,KIT,KIT/348,KIT::348,walking_medium08,75d747a0465f38987528abf175001b6c983ce654d7f464905567430441e8cdec,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",373,156,373,3,100.0,female,ok,
KIT/348/walking_medium09_poses.npz,KIT,KIT/348,KIT::348,walking_medium09,50eaeda856cbb0106b937602c2bddf28a769791cdbdc5358a400ca68b3cfadb7,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",552,156,552,3,100.0,female,ok,
KIT/348/walking_medium10_poses.npz,KIT,KIT/348,KIT::348,walking_medium10,494ca587a5e3d35c428c1bc38ac3addd8280b7c4fa9bbdb772bad7f52f431b0f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",507,156,507,3,100.0,female,ok,
KIT/348/walking_run01_poses.npz,KIT,KIT/348,KIT::348,walking_run01,f753ec790d0e15c389e563c4dea5643ce49c2d200ef79c8768f775ce9b9d81ad,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",371,156,371,3,100.0,female,ok,
KIT/348/walking_run02_poses.npz,KIT,KIT/348,KIT::348,walking_run02,2855e0f04c6a75e3004c83ad3d8a258c0f1a5757f42875f98a31cc1197f330f2,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",435,156,435,3,100.0,female,ok,
KIT/348/walking_run03_poses.npz,KIT,KIT/348,KIT::348,walking_run03,4d3f57a67ef3d18a9d13e880f97cbcd44f3afbfe6c0e1238225aa6443a3aa97b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",471,156,471,3,100.0,female,ok,
KIT/348/walking_run04_poses.npz,KIT,KIT/348,KIT::348,walking_run04,2b3d20425c0be42b5684f7b6e57939d6e4b55b350ca00792d68dcd5eb57471ae,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",404,156,404,3,100.0,female,ok,
KIT/348/walking_run05_poses.npz,KIT,KIT/348,KIT::348,walking_run05,ca129f7812d0cee53a1fe3b41b0379afaf9a262a737d6209c414d2cf6b27e94b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",368,156,368,3,100.0,female,ok,
KIT/348/walking_run06_poses.npz,KIT,KIT/348,KIT::348,walking_run06,aeaf7be55a3ccdf0a93de57dfdb31268204299e16d99938a107dd2e5f0af9dca,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",425,156,425,3,100.0,female,ok,
KIT/348/walking_run07_poses.npz,KIT,KIT/348,KIT::348,walking_run07,2cd812d989212f1aa04f2375b447df152877e1520e845d915cbada14871c2990,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",453,156,453,3,100.0,female,ok,
KIT/348/walking_run08_poses.npz,KIT,KIT/348,KIT::348,walking_run08,57ca808f4ca2fa4743627ec5e07c40e442d868ca386e0589c3b7a55cf13cbac7,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",334,156,334,3,100.0,female,ok,
KIT/348/walking_run09_poses.npz,KIT,KIT/348,KIT::348,walking_run09,41c58e224bf663f72c8ae6fc85526adc06219900190919fc0e45bda28af57416,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",479,156,479,3,100.0,female,ok,
KIT/348/walking_run10_poses.npz,KIT,KIT/348,KIT::348,walking_run10,5108ada4a4362c0336e5806f54e7ead3f74ad86f4034b33979da8203d3e5bc9a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",418,156,418,3,100.0,female,ok,
KIT/348/walking_slow01_poses.npz,KIT,KIT/348,KIT::348,walking_slow01,577050330821732d4e4f869cb6244766a821529296d555a9f8fd43e5adc7cf52,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",772,156,772,3,100.0,female,ok,
KIT/348/walking_slow02_poses.npz,KIT,KIT/348,KIT::348,walking_slow02,c86b8e4d9339690dad53eeb8796a13cbcd2d4358a6d8f49198874083e8cbf650,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",679,156,679,3,100.0,female,ok,
KIT/348/walking_slow03_poses.npz,KIT,KIT/348,KIT::348,walking_slow03,24811dd7b1f4772f0df0a4d57089aa65bc2d8260384c99d48104c64c788fa30b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",719,156,719,3,100.0,female,ok,
KIT/348/walking_slow04_poses.npz,KIT,KIT/348,KIT::348,walking_slow04,80e226c0d41db8deb1e83344d1ca7e25641bfcc4db1394886c41a1e048153e5c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",549,156,549,3,100.0,female,ok,
KIT/348/walking_slow05_poses.npz,KIT,KIT/348,KIT::348,walking_slow05,2164fdcdeadf26aa64bfae04569c75d9bbf9627c8edba7eebd172e66b1f8b2dc,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",594,156,594,3,100.0,female,ok,
KIT/348/walking_slow06_poses.npz,KIT,KIT/348,KIT::348,walking_slow06,0d15b0035a4679c27a6af1c7b294bafc39485c37166b95e5f0ce4e53c6e620f1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",643,156,643,3,100.0,female,ok,
KIT/348/walking_slow07_poses.npz,KIT,KIT/348,KIT::348,walking_slow07,991012099d22bab9b79ec75bfe29e18535fec07448897474331551bbf76f5cba,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",567,156,567,3,100.0,female,ok,
KIT/348/walking_slow08_poses.npz,KIT,KIT/348,KIT::348,walking_slow08,d7e552c96147fee0a7f4c38b1cb35c7b3b2a4919c682974035d3ae06bf8f816f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",588,156,588,3,100.0,female,ok,
KIT/348/walking_slow09_poses.npz,KIT,KIT/348,KIT::348,walking_slow09,0014f464b2b8360f017881edff37975ad56a4a3d32b68dabea33858a6c7a4433,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",620,156,620,3,100.0,female,ok,
KIT/348/walking_slow10_poses.npz,KIT,KIT/348,KIT::348,walking_slow10,eee28a97bfc01e21dfba8dd6b65e3dd2c26c3b741d595237cbcd0a778eef359e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",602,156,602,3,100.0,female,ok,
KIT/359/bend_left01_poses.npz,KIT,KIT/359,KIT::359,bend_left01,2e21ab5ecfc07e89e856c57c70f77c9472b93c8a7ecd951b0489f42e0af6cdf8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",427,156,427,3,100.0,male,ok,
KIT/359/bend_left02_poses.npz,KIT,KIT/359,KIT::359,bend_left02,3461707e46fc6000530885005b9408d2a6a82adcc37d09809b90ecabe1056b7d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",426,156,426,3,100.0,male,ok,
KIT/359/bend_left03_poses.npz,KIT,KIT/359,KIT::359,bend_left03,ac5d3e35a6233f33e0ab0e874f0d185803a270b8ad80920562747fb60158bb23,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",382,156,382,3,100.0,male,ok,
KIT/359/bend_left04_poses.npz,KIT,KIT/359,KIT::359,bend_left04,8efe4147b2275e9d62df7aa70dcd0c93947c4ad4470310a318a8f1f21d8e79ba,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",424,156,424,3,100.0,male,ok,
KIT/359/bend_left05_poses.npz,KIT,KIT/359,KIT::359,bend_left05,b3eeaea1d8a2e2637811ea3aa089c870baf4c78e34b1ba3712d421878fc0aeb8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",462,156,462,3,100.0,male,ok,
KIT/359/bend_left06_poses.npz,KIT,KIT/359,KIT::359,bend_left06,c7712b70eda337420e957194f241dbced720136d23b8377465637ccee02733b5,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",421,156,421,3,100.0,male,ok,
KIT/359/bend_left07_poses.npz,KIT,KIT/359,KIT::359,bend_left07,e8131682f18570decd906fa1be3b23d430ebe691dcf6a4cd55cbf3b8a69bca5d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",469,156,469,3,100.0,male,ok,
KIT/359/bend_left08_poses.npz,KIT,KIT/359,KIT::359,bend_left08,631bf95f83402cbebf5fed6485860396f44da0d53963a9b6ffdca02c27387ee3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",453,156,453,3,100.0,male,ok,
KIT/359/bend_left09_poses.npz,KIT,KIT/359,KIT::359,bend_left09,660a9229a923925e85fe703a552af8279722e6bff91873db6b89e5d8d6321a4f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",436,156,436,3,100.0,male,ok,
KIT/359/bend_left10_poses.npz,KIT,KIT/359,KIT::359,bend_left10,00f990f4761c2ea36d8f7902701bc517dbaa68ed1b787b3fdcca0a10d55366cc,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",461,156,461,3,100.0,male,ok,
KIT/359/bend_right01_poses.npz,KIT,KIT/359,KIT::359,bend_right01,718fcf83ba8fba35a07ba4cb39c75068e0d4b1c19b4ebb8c32043d6e3f11b47c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",460,156,460,3,100.0,male,ok,
KIT/359/bend_right02_poses.npz,KIT,KIT/359,KIT::359,bend_right02,f0f10d3444eefb96f80fafdd37b71f3bdbfc57f8e9e91b10347a5a852a2a8e73,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",421,156,421,3,100.0,male,ok,
KIT/359/bend_right03_poses.npz,KIT,KIT/359,KIT::359,bend_right03,eb665ca14fa63583ae25661bfb9ccf0dcacedb90817f0a170c6ac43762809b32,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",445,156,445,3,100.0,male,ok,
KIT/359/bend_right04_poses.npz,KIT,KIT/359,KIT::359,bend_right04,3fea4cf030b93672f5fc33cf18dfd7d35311a90130aca00bb3da0691570479bb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",407,156,407,3,100.0,male,ok,
KIT/359/bend_right05_poses.npz,KIT,KIT/359,KIT::359,bend_right05,33c28b34e01c829c8f98464f784a56d909e18e40aa4e6ae33060a8c8749ae68c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",474,156,474,3,100.0,male,ok,
KIT/359/bend_right06_poses.npz,KIT,KIT/359,KIT::359,bend_right06,6fccfb4b00cf35c3320afaac958d2d4efa101b55399ba417390cdaf4de0d1685,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",484,156,484,3,100.0,male,ok,
KIT/359/bend_right07_poses.npz,KIT,KIT/359,KIT::359,bend_right07,d8e723661b8e85c5da7f8f46163590877035a9268291309b09adea37bb2ddd3a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",498,156,498,3,100.0,male,ok,
KIT/359/bend_right08_poses.npz,KIT,KIT/359,KIT::359,bend_right08,d74f4ecc39d17af7f0a2d01c490be66212f7bd1a5b757c7173b6d0156d1a6ce1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",506,156,506,3,100.0,male,ok,
