condition,sequence_id,video_id,joint_valid_fraction_00,joint_valid_fraction_01,joint_valid_fraction_02,joint_valid_fraction_03,joint_valid_fraction_04,joint_valid_fraction_05,joint_valid_fraction_06,joint_valid_fraction_07,joint_valid_fraction_08,joint_valid_fraction_09,joint_valid_fraction_10,joint_valid_fraction_11,joint_valid_fraction_12,joint_valid_fraction_13,joint_valid_fraction_14,joint_valid_fraction_15,joint_valid_fraction_16,joint_valid_fraction_17,joint_valid_fraction_18,joint_valid_fraction_19,joint_valid_fraction_20,joint_valid_fraction_21,joint_valid_fraction_22,joint_valid_fraction_23,joint_valid_fraction_24,joint_valid_fraction_25,joint_valid_fraction_26,joint_valid_fraction_27,joint_valid_fraction_28,joint_valid_fraction_29,joint_valid_fraction_30,joint_valid_fraction_31,joint_valid_fraction_32,frame_valid_fraction_00,frame_valid_fraction_01,frame_valid_fraction_02,frame_valid_fraction_03,frame_valid_fraction_04,frame_valid_fraction_05,frame_valid_fraction_06,frame_valid_fraction_07,frame_valid_fraction_08,frame_valid_fraction_09,frame_valid_fraction_10,frame_valid_fraction_11,frame_valid_fraction_12,frame_valid_fraction_13,frame_valid_fraction_14,frame_valid_fraction_15,frame_valid_fraction_16,frame_valid_fraction_17,frame_valid_fraction_18,frame_valid_fraction_19,frame_valid_fraction_20,frame_valid_fraction_21,frame_valid_fraction_22,frame_valid_fraction_23,frame_valid_fraction_24,frame_valid_fraction_25,frame_valid_fraction_26,frame_valid_fraction_27,frame_valid_fraction_28,frame_valid_fraction_29,frame_valid_fraction_30,frame_valid_fraction_31,frame_valid_fraction_32,frame_valid_fraction_33,frame_valid_fraction_34,frame_valid_fraction_35,frame_valid_fraction_36,frame_valid_fraction_37,frame_valid_fraction_38,frame_valid_fraction_39,frame_valid_fraction_40,frame_valid_fraction_41,frame_valid_fraction_42,frame_valid_fraction_43,frame_valid_fraction_44,frame_valid_fraction_45,frame_valid_fraction_46,frame_valid_fraction_47,frame_valid_fraction_48,frame_valid_fraction_49,frame_valid_fraction_50,frame_valid_fraction_51,frame_valid_fraction_52,frame_valid_fraction_53,frame_valid_fraction_54,frame_valid_fraction_55,frame_valid_fraction_56,frame_valid_fraction_57,frame_valid_fraction_58,frame_valid_fraction_59,frame_valid_fraction_60,frame_valid_fraction_61,frame_valid_fraction_62,frame_valid_fraction_63
myopathic,cljr5wgkf001w3n6lwp1w3wlu,8PPLTf0fZsY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr61601002i3n6lp9ppmflo,5qM6wxZ_dNs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1875,1.0,0.28125,1.0,0.265625,1.0,0.28125,1.0,0.28125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.93939394,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljr62h3i002m3n6l9z24blly,5qM6wxZ_dNs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljr632e1002q3n6lcmbpwpnh,5qM6wxZ_dNs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr63lr2002u3n6ltz5dkwef,5qM6wxZ_dNs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr64k4y002y3n6lqg5rmn1o,5qM6wxZ_dNs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03125,1.0,0.0,1.0,0.015625,1.0,0.03125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93939394,0.90909094,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljr658xk00323n6lfid0k0y6,5qM6wxZ_dNs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.578125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljr676xh00363n6le4sij6m4,5qM6wxZ_dNs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.96875,1.0,0.984375,1.0,1.0,1.0,0.953125,1.0,0.8787879,0.93939394,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr6cam3003f3n6lzc4mo5ig,5qM6wxZ_dNs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr6mxf0000c3n6lujp11l6w,7Ft1bUTzxkM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr6o2r2000g3n6ld9zqoaqo,7Ft1bUTzxkM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr6ohvb000k3n6lfqwsgy5d,7Ft1bUTzxkM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,1.0,0.46875,1.0,0.4375,1.0,0.375,0.8125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93939394,0.90909094,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.8484849,0.8484849,0.8484849,0.8787879,0.8787879,0.8787879,0.8787879,0.90909094,0.90909094,0.969697,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.90909094,0.8787879,0.8787879,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8787879,0.8787879,0.8787879,0.8787879,0.90909094,0.90909094,0.93939394,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr6plhu000o3n6loi07umhh,7Ft1bUTzxkM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
myopathic,cljr6q6hi000s3n6l92mb8yqa,7Ft1bUTzxkM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.921875,1.0,0.828125,1.0,0.78125,1.0,0.71875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.93939394,0.90909094,0.8787879,0.8787879,0.8787879,0.8787879,0.8787879,0.90909094,0.93939394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93939394,0.90909094,0.90909094,0.90909094,0.90909094,0.969697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,1.0,1.0,1.0
myopathic,cljr6u47g00113n6lkd13v5fb,9qg-3smwLcs,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.0,0.984375,0.0,0.984375,0.0,0.984375,0.0,0.984375,0.0,0.984375,0.984375,0.984375,0.9375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818
myopathic,cljr6wkld00193n6ltjloqzl1,9qg-3smwLcs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.046875,1.0,0.046875,1.0,0.046875,1.0,0.046875,1.0,1.0,1.0,0.953125,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8484849
myopathic,cljr6xqvi001d3n6lctvtihw2,9qg-3smwLcs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.078125,1.0,0.21875,1.0,0.21875,1.0,0.21875,1.0,0.21875,1.0,1.0,1.0,0.984375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8181818,0.8484849,0.969697,1.0,1.0,1.0,1.0,1.0,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.969697,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljr6z0uo001h3n6lixdz25qa,9qg-3smwLcs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
myopathic,cljr6zqwu001l3n6lc40rmemx,9qg-3smwLcs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,0.09375,0.953125,0.09375,0.9375,0.09375,0.9375,0.09375,0.9375,0.09375,1.0,1.0,0.9375,0.5625,0.9375,1.0,0.921875,1.0,0.953125,1.0,0.72727275,0.72727275,0.72727275,0.8181818,0.969697,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8181818,0.8484849,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818
myopathic,cljr70g44001p3n6l08md7kau,9qg-3smwLcs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03125,1.0,0.03125,1.0,0.03125,1.0,0.03125,1.0,1.0,1.0,0.796875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818,0.8484849,0.8484849,0.8484849,0.8484849,0.8181818,0.8181818,0.8181818,0.8181818
myopathic,clldgy8s700723o6l5i2b6d4e,R8LRCiTvUz8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.078125,1.0,0.078125,1.0,0.078125,1.0,0.078125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969697,0.969697,0.969697,0.969697,0.969697,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849,0.8484849
