sequence_id,video_id,url,first_frame,last_frame,n_annotated_frames,source_height,dataset_annotation,gait_pattern_annotation,cam_view
cll8icqaq00223o6laukxqg3q,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,922,1008,87,480,Abnormal Gait,abnormal,back
cll8idnvu00263o6lmxc3m8qx,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,1010,1098,89,480,Abnormal Gait,abnormal,right side
cll8iemjm002a3o6laj904gvd,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,1190,1245,56,480,Abnormal Gait,abnormal,front
cll8ifor6002e3o6l1zwhhwps,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,1520,1558,39,480,Abnormal Gait,abnormal,right side
cll8igqep002i3o6l1ruz7ggz,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,1559,1606,48,480,Abnormal Gait,abnormal,right side
cll8ihonw002m3o6lcgibt5w5,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,1660,1708,49,480,Abnormal Gait,abnormal,right side
cll8ikdv2002q3o6l5kq3d1wp,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,1952,1985,34,480,Abnormal Gait,abnormal,front
cll8in9cr002x3o6lkkh73hy9,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,2403,2436,34,480,Abnormal Gait,abnormal,left side
cll8iomv800313o6lbt0r3gde,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,2440,2520,81,480,Abnormal Gait,abnormal,left side
cll8ips7q00353o6llefwf1eb,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,2556,2608,53,480,Abnormal Gait,abnormal,left side
cll8isulz00393o6ljthp6l7e,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,3290,3330,41,480,Abnormal Gait,abnormal,front
cll8itgzx003d3o6lp5754gyj,rP3Mxhi4Uio,https://www.youtube.com/watch?v=rP3Mxhi4Uio,3349,3393,45,480,Abnormal Gait,abnormal,front
cll8jbufk003o3o6lbdlhq55p,RTov2oYJfyo,https://www.youtube.com/watch?v=RTov2oYJfyo,1382,1600,219,360,Abnormal Gait,exercise,right side
cll8jctrz003s3o6lrq9j7upl,RTov2oYJfyo,https://www.youtube.com/watch?v=RTov2oYJfyo,1769,1954,186,360,Abnormal Gait,exercise,right side
cll8jdnzy003w3o6lvkbd1iiq,RTov2oYJfyo,https://www.youtube.com/watch?v=RTov2oYJfyo,2108,2210,103,360,Abnormal Gait,exercise,right side
cll8je3cl00403o6lem0c5jxl,RTov2oYJfyo,https://www.youtube.com/watch?v=RTov2oYJfyo,2310,2524,215,360,Abnormal Gait,exercise,left side
cll8jeiqh00443o6le0d9gijv,RTov2oYJfyo,https://www.youtube.com/watch?v=RTov2oYJfyo,2535,2682,148,360,Abnormal Gait,exercise,left side
cll8jurgd00493o6lzdzjcang,RUWoMCZ6dak,https://www.youtube.com/watch?v=RUWoMCZ6dak,1,244,244,480,Abnormal Gait,abnormal,left side
cll8jvu18004d3o6la711z911,RUWoMCZ6dak,https://www.youtube.com/watch?v=RUWoMCZ6dak,583,789,207,480,Abnormal Gait,abnormal,left side
cll8jx4k3004h3o6lsepmx7fp,RUWoMCZ6dak,https://www.youtube.com/watch?v=RUWoMCZ6dak,1173,1337,165,480,Abnormal Gait,abnormal,right side
cll8jxu0w004l3o6ldked5z1i,RUWoMCZ6dak,https://www.youtube.com/watch?v=RUWoMCZ6dak,1942,2236,295,480,Abnormal Gait,abnormal,front
cll8jyjjy004p3o6l74mpoz40,RUWoMCZ6dak,https://www.youtube.com/watch?v=RUWoMCZ6dak,2343,2542,200,480,Abnormal Gait,abnormal,left side
cll8jzs09004t3o6lbcyfvc6v,RUWoMCZ6dak,https://www.youtube.com/watch?v=RUWoMCZ6dak,5254,5394,141,480,Abnormal Gait,abnormal,left side
cll8k1ddg00503o6ld0ttyqyk,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,1,271,271,480,Abnormal Gait,cerebral palsy,right side
cll8k1pmt00543o6llho982y4,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,320,580,261,480,Abnormal Gait,cerebral palsy,left side
cll8k24qs00583o6lbnpqmjyl,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,601,1138,538,480,Abnormal Gait,cerebral palsy,right side
cll8k2xvv005c3o6lbvl9w3f4,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,1157,1685,529,480,Abnormal Gait,cerebral palsy,left side
cll8k3gus005g3o6la0ll4n2f,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,1697,1946,250,480,Abnormal Gait,cerebral palsy,front
cll8k3z7n005k3o6lps3evia5,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,1981,2213,233,480,Abnormal Gait,cerebral palsy,back
cll8k49ga005n3o6lrg92111d,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,2230,2688,459,480,Abnormal Gait,cerebral palsy,front
cll8k4oby005r3o6ljjncvkp8,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,2704,3347,644,480,Abnormal Gait,cerebral palsy,back
cll8k59j9005v3o6l2w9i0lse,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,3357,3588,232,480,Abnormal Gait,cerebral palsy,right side
cll8k5qsr005z3o6lauk0dd4a,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,3642,3876,235,480,Abnormal Gait,cerebral palsy,left side
cll8k6b0t00633o6l0qohgf43,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,3898,4415,518,480,Abnormal Gait,cerebral palsy,right side
cll8k6t9d00673o6lb9ryzdsb,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,4437,4917,481,480,Abnormal Gait,cerebral palsy,left side
cll8k74kx006b3o6l0fue0bcg,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,4930,5164,235,480,Abnormal Gait,cerebral palsy,front
cll8k7lo2006f3o6lf4tw2dqz,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,5217,5430,214,480,Abnormal Gait,cerebral palsy,back
cll8k844v006j3o6lyfwxu6xu,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,5449,5911,463,480,Abnormal Gait,cerebral palsy,front
cll8k8pxy006n3o6l2q1gopyo,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,5933,6424,492,480,Abnormal Gait,cerebral palsy,back
cll8kdgma006s3o6lsehgsfea,rySW_DzPVCw,https://www.youtube.com/watch?v=rySW_DzPVCw,1,110,110,480,Abnormal Gait,abnormal,back
cll8ke4qz006w3o6l7wumvo66,rySW_DzPVCw,https://www.youtube.com/watch?v=rySW_DzPVCw,397,754,358,480,Abnormal Gait,abnormal,back
cll8kem2400703o6lhgbdrzn6,rySW_DzPVCw,https://www.youtube.com/watch?v=rySW_DzPVCw,766,1094,329,480,Abnormal Gait,abnormal,back
cll8kf5c700743o6lzee7zb6m,rySW_DzPVCw,https://www.youtube.com/watch?v=rySW_DzPVCw,1170,1365,196,480,Abnormal Gait,abnormal,front
cll8kfsiq00783o6lvet26y6s,rySW_DzPVCw,https://www.youtube.com/watch?v=rySW_DzPVCw,1682,2067,386,480,Abnormal Gait,abnormal,front
cll8kgvkh007d3o6lqcab168x,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,1,213,213,480,Abnormal Gait,myopathic,left side
cll8khcsh007h3o6la2rsk9l5,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,218,391,174,480,Abnormal Gait,myopathic,right side
cll8kht99007l3o6lzvihldb2,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,397,467,71,480,Abnormal Gait,myopathic,front
cll8ki7xa007p3o6lrxe1n7lb,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,480,524,45,480,Abnormal Gait,myopathic,back
cll8kijic007s3o6lbxho0i7s,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,531,823,293,480,Abnormal Gait,myopathic,left side
cll8kj4xu007w3o6ll27qmd7n,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,868,1022,155,480,Abnormal Gait,myopathic,right side
cll8kjx4500803o6laioc6a6l,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,1037,1110,74,480,Abnormal Gait,myopathic,front
cll8kklqc00843o6lqv7v4xnl,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,1114,1178,65,480,Abnormal Gait,myopathic,back
cll8kl3ha00883o6l861c0yh4,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,1195,1359,165,480,Abnormal Gait,myopathic,front
cll8kljtt008c3o6lo3nauxjy,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,1369,1548,180,480,Abnormal Gait,myopathic,left side
cll8kmknf008h3o6lu3vojf3j,S97dOr-Kb50,https://www.youtube.com/watch?v=S97dOr-Kb50,66,261,196,480,Abnormal Gait,exercise,back
cll8kx8ia008p3o6l5gkgknlv,Rz7V1i8kYGU,https://www.youtube.com/watch?v=Rz7V1i8kYGU,70,336,267,480,Abnormal Gait,myopathic,back
cll8kxq55008t3o6lg6kdl7lw,Rz7V1i8kYGU,https://www.youtube.com/watch?v=Rz7V1i8kYGU,390,637,248,480,Abnormal Gait,myopathic,front
cll8ky6ov008x3o6l7axg5yhe,Rz7V1i8kYGU,https://www.youtube.com/watch?v=Rz7V1i8kYGU,796,1054,259,480,Abnormal Gait,myopathic,back
cll8kzv9600923o6lnmbhp88u,saCnKfp0pL0,https://www.youtube.com/watch?v=saCnKfp0pL0,1004,1209,206,480,Abnormal Gait,myopathic,front
cll8l0bf700963o6lv61akc9u,saCnKfp0pL0,https://www.youtube.com/watch?v=saCnKfp0pL0,1216,1316,101,480,Abnormal Gait,myopathic,back
cll8l5xmc009o3o6la9fovmmm,sChOLBghpAc,https://www.youtube.com/watch?v=sChOLBghpAc,332,1128,797,480,Abnormal Gait,stroke,front
cll8l6r0y009s3o6lb2t64r1s,sChOLBghpAc,https://www.youtube.com/watch?v=sChOLBghpAc,1236,2259,1024,480,Abnormal Gait,stroke,front
cll8l7rpo009w3o6l08elz1cg,sChOLBghpAc,https://www.youtube.com/watch?v=sChOLBghpAc,5335,6132,798,480,Abnormal Gait,stroke,front
cll8lahyq00063o6l3pfgzwtp,sf5X4YYkWUA,https://www.youtube.com/watch?v=sf5X4YYkWUA,1531,2001,471,480,Abnormal Gait,cerebral palsy,back
cll8lbfl1000a3o6ldqolrti3,sf5X4YYkWUA,https://www.youtube.com/watch?v=sf5X4YYkWUA,2088,2426,339,480,Abnormal Gait,cerebral palsy,back
cll8lc6c0000e3o6lgu3uicr8,sf5X4YYkWUA,https://www.youtube.com/watch?v=sf5X4YYkWUA,2901,3142,242,480,Abnormal Gait,cerebral palsy,back
cll8lcois000i3o6lv2j3ajo4,sf5X4YYkWUA,https://www.youtube.com/watch?v=sf5X4YYkWUA,3223,3514,292,480,Abnormal Gait,cerebral palsy,front
cll8xwtqh00053o6lnmzz62kh,sp89jxy3vp8,https://www.youtube.com/watch?v=sp89jxy3vp8,1,180,180,360,Abnormal Gait,stroke,front
cll8xxc8w00093o6lcq5eithl,sp89jxy3vp8,https://www.youtube.com/watch?v=sp89jxy3vp8,183,282,100,360,Abnormal Gait,stroke,back
cll8xy0z3000d3o6l0tu8ne8b,sp89jxy3vp8,https://www.youtube.com/watch?v=sp89jxy3vp8,474,657,184,360,Abnormal Gait,stroke,front
cll8xynyj000h3o6l9y7gaf94,sp89jxy3vp8,https://www.youtube.com/watch?v=sp89jxy3vp8,658,804,147,360,Abnormal Gait,stroke,front
cll8y079o000n3o6l3vep725g,SUmgeoM5tWQ,https://www.youtube.com/watch?v=SUmgeoM5tWQ,881,1016,136,480,Abnormal Gait,abnormal,front
cll8y0q36000r3o6ljimeybn1,SUmgeoM5tWQ,https://www.youtube.com/watch?v=SUmgeoM5tWQ,1102,1298,197,480,Abnormal Gait,abnormal,back
cll8y1iiu000x3o6lu5mvumh2,swMaMx_vtz8,https://www.youtube.com/watch?v=swMaMx_vtz8,1,428,428,720,Abnormal Gait,exercise,right side
cll8y32yb00153o6lll6uq3r4,-swSVo8-i4I,https://www.youtube.com/watch?v=-swSVo8-i4I,62,254,193,480,Abnormal Gait,exercise,right side
cll8y3gpc00193o6lk70shwvu,-swSVo8-i4I,https://www.youtube.com/watch?v=-swSVo8-i4I,300,475,176,480,Abnormal Gait,exercise,left side
cll8y553i001k3o6lqko1gnwa,SxlhJQ4_PMY,https://www.youtube.com/watch?v=SxlhJQ4_PMY,1,216,216,720,Abnormal Gait,exercise,left side
cll8y63s3001o3o6l1iuxw0qg,SxlhJQ4_PMY,https://www.youtube.com/watch?v=SxlhJQ4_PMY,337,594,258,720,Abnormal Gait,exercise,left side
cll8y6s9i001s3o6lc0zvi1j4,SxlhJQ4_PMY,https://www.youtube.com/watch?v=SxlhJQ4_PMY,690,941,252,720,Abnormal Gait,exercise,left side
cll8y8es9001x3o6l3mcv4f58,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,149,288,140,480,Abnormal Gait,myopathic,left side
cll8y8q8500213o6lzgu2vbx6,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,342,476,135,480,Abnormal Gait,myopathic,right side
cll8y97aw00253o6l8vtn03pu,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,575,839,265,480,Abnormal Gait,myopathic,right side
cll8y9mwq00293o6l6ub1jwm9,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,854,975,122,480,Abnormal Gait,myopathic,left side
cll8ya2fg002d3o6ln8rlee1k,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,1022,1125,104,480,Abnormal Gait,myopathic,right side
cll8yagvo002h3o6logwq14xn,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,1126,1390,265,480,Abnormal Gait,myopathic,left side
cll8yaux6002l3o6l4ox4ttlh,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,1474,1692,219,480,Abnormal Gait,myopathic,right side
cll8ybcxb002p3o6l2rlnx6fb,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,1729,1885,157,480,Abnormal Gait,myopathic,back
cll8ybx5d002t3o6ldf5s7yss,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,1936,2085,150,480,Abnormal Gait,myopathic,front
cll8ycctu002x3o6lpkcttnko,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,2094,2220,127,480,Abnormal Gait,myopathic,left side
cll8ycy3i00313o6l7c95r6hw,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,2265,2370,106,480,Abnormal Gait,myopathic,right side
cll8ydfsl00353o6lsn6rymhc,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,2375,2503,129,480,Abnormal Gait,myopathic,right side
cll8ydvhl00393o6l4pn0f0db,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,2548,2655,108,480,Abnormal Gait,myopathic,right side
cll8yfox7003f3o6ls5wjgmkn,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,1,72,72,480,Abnormal Gait,abnormal,front
cll8yglwy003m3o6ln0ykr332,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,74,203,130,480,Abnormal Gait,abnormal,front
cll8yh7sd003q3o6lqt5nao7f,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,204,313,110,480,Abnormal Gait,abnormal,front
cll8yhohu003u3o6loak9t1uh,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,314,391,78,480,Abnormal Gait,abnormal,front
cll8yi9av003y3o6l013h50cq,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,392,503,112,480,Abnormal Gait,abnormal,front
cll8yirpz00423o6ltb2zalyj,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,504,575,72,480,Abnormal Gait,abnormal,front
cll8yj3l800453o6lacid5bqv,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,576,728,153,480,Abnormal Gait,abnormal,front
cll8yk8or00493o6la302k3ww,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,729,798,70,480,Abnormal Gait,abnormal,front
cll8ykj7v004d3o6lva1anuss,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,799,872,74,480,Abnormal Gait,abnormal,front
cll8ykymb004g3o6ltus18wn7,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,873,931,59,480,Abnormal Gait,abnormal,front
cll8ylbsh004j3o6lguz5obh1,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,932,991,60,480,Abnormal Gait,abnormal,front
cll8ylqv1004m3o6lnul9h7a8,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,992,1063,72,480,Abnormal Gait,abnormal,front
cll8ym9ap004q3o6llydjg21d,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,1065,1126,62,480,Abnormal Gait,abnormal,front
cll8yp0ff004t3o6l10qclwhs,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,1127,1272,146,480,Abnormal Gait,abnormal,front
cll8ypjnk004x3o6lglc9dgjl,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,1274,1380,107,480,Abnormal Gait,abnormal,front
cll8yq2pj00513o6lkv0grvn9,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,1381,1449,69,480,Abnormal Gait,abnormal,front
cll8yqmmo00553o6l1mj7ote9,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,1450,1561,112,480,Abnormal Gait,abnormal,front
cll8yr1ob00593o6lh13uctjn,tB-0oWBuK7A,https://www.youtube.com/watch?v=tB-0oWBuK7A,1562,1760,199,480,Abnormal Gait,abnormal,front
cll8ysxvg005f3o6lyxwy9am9,tepDPo5RhOk,https://www.youtube.com/watch?v=tepDPo5RhOk,1,199,199,480,Abnormal Gait,exercise,right side
cll8ytqe1005j3o6l3r7h2zkx,tepDPo5RhOk,https://www.youtube.com/watch?v=tepDPo5RhOk,219,410,192,480,Abnormal Gait,exercise,right side
cll8yu4li005n3o6l7zfk7m67,tepDPo5RhOk,https://www.youtube.com/watch?v=tepDPo5RhOk,431,616,186,480,Abnormal Gait,exercise,right side
cll8yvfp4005t3o6l33zyx8ap,TgkxrrhnvlM,https://www.youtube.com/watch?v=TgkxrrhnvlM,1,159,159,360,Abnormal Gait,abnormal,right side
cll8yvrje005x3o6lv7fdip49,TgkxrrhnvlM,https://www.youtube.com/watch?v=TgkxrrhnvlM,202,359,158,360,Abnormal Gait,abnormal,left side
cll8yw7dq00613o6l2kunfi99,TgkxrrhnvlM,https://www.youtube.com/watch?v=TgkxrrhnvlM,379,821,443,360,Abnormal Gait,abnormal,right side
cll8ywl6200653o6lvr3kd8ni,TgkxrrhnvlM,https://www.youtube.com/watch?v=TgkxrrhnvlM,841,1334,494,360,Abnormal Gait,abnormal,left side
cll8ywztu00693o6l3vf6is8g,TgkxrrhnvlM,https://www.youtube.com/watch?v=TgkxrrhnvlM,1351,1530,180,360,Abnormal Gait,abnormal,front
cll8yxfyv006d3o6l1g4f9okk,TgkxrrhnvlM,https://www.youtube.com/watch?v=TgkxrrhnvlM,1580,1768,189,360,Abnormal Gait,abnormal,back
cll8yxw15006h3o6liqintyur,TgkxrrhnvlM,https://www.youtube.com/watch?v=TgkxrrhnvlM,1787,2164,378,360,Abnormal Gait,abnormal,front
cll8yya5b006k3o6l5u7hdns9,TgkxrrhnvlM,https://www.youtube.com/watch?v=TgkxrrhnvlM,2181,2691,511,360,Abnormal Gait,abnormal,back
cll8yzbic006p3o6lmzz1rotd,ti5Uj5us_fM,https://www.youtube.com/watch?v=ti5Uj5us_fM,76,279,204,720,Abnormal Gait,exercise,front
cll8z0i67006w3o6l1edfeg5x,TKK1YW1cQKo,https://www.youtube.com/watch?v=TKK1YW1cQKo,1,178,178,480,Abnormal Gait,abnormal,right side
cll8z1h2100703o6lx7kes4i5,TKK1YW1cQKo,https://www.youtube.com/watch?v=TKK1YW1cQKo,179,371,193,480,Abnormal Gait,abnormal,right side
cll8z36lx007b3o6lvsy3tq9t,TNeeovY4qNU,https://www.youtube.com/watch?v=TNeeovY4qNU,710,974,265,288,Abnormal Gait,abnormal,left side
cll8z3wz6007f3o6lhaskdeir,TNeeovY4qNU,https://www.youtube.com/watch?v=TNeeovY4qNU,999,1260,262,288,Abnormal Gait,abnormal,front
cll8z4ofb007j3o6l6ks1s7ho,TNeeovY4qNU,https://www.youtube.com/watch?v=TNeeovY4qNU,1541,1802,262,288,Abnormal Gait,abnormal,right side
cll8z5xql007n3o6l052xywc3,TNeeovY4qNU,https://www.youtube.com/watch?v=TNeeovY4qNU,6029,6119,91,288,Abnormal Gait,abnormal,left side
cll8z6f5h007r3o6lt29n5zmi,TNeeovY4qNU,https://www.youtube.com/watch?v=TNeeovY4qNU,6146,6298,153,288,Abnormal Gait,abnormal,left side
cll8z76z2007v3o6ly93fw8z3,TNeeovY4qNU,https://www.youtube.com/watch?v=TNeeovY4qNU,6670,6867,198,288,Abnormal Gait,abnormal,right side
cll8z7uqs007z3o6lg1xwihmc,TNeeovY4qNU,https://www.youtube.com/watch?v=TNeeovY4qNU,6880,6915,36,288,Abnormal Gait,abnormal,right side
cll8z8cjo00833o6lye7ul3os,TNeeovY4qNU,https://www.youtube.com/watch?v=TNeeovY4qNU,6933,6986,54,288,Abnormal Gait,abnormal,left side
cll8z9hk100883o6l3llduslo,TP9xWreUQYk,https://www.youtube.com/watch?v=TP9xWreUQYk,427,909,483,360,Abnormal Gait,exercise,left side
cll8zb0pp008f3o6l0iqld0dz,TRSJcovEe_k,https://www.youtube.com/watch?v=TRSJcovEe_k,613,895,283,480,Abnormal Gait,exercise,left side
cll8zbjbh008j3o6lxbl4kovp,TRSJcovEe_k,https://www.youtube.com/watch?v=TRSJcovEe_k,1028,1188,161,480,Abnormal Gait,exercise,right side
cll8zcn9d008s3o6lsr0cpuit,tw1IsZL4h3g,https://www.youtube.com/watch?v=tw1IsZL4h3g,1,433,433,360,Abnormal Gait,prosthetic,left side
cll8zd2wr008w3o6lfbhuchnd,tw1IsZL4h3g,https://www.youtube.com/watch?v=tw1IsZL4h3g,492,927,436,360,Abnormal Gait,prosthetic,right side
cll8zdghs00903o6lsc69xrdv,tw1IsZL4h3g,https://www.youtube.com/watch?v=tw1IsZL4h3g,937,1931,995,360,Abnormal Gait,prosthetic,left side
cll8ze04800943o6ll5yn10zx,tw1IsZL4h3g,https://www.youtube.com/watch?v=tw1IsZL4h3g,1946,2995,1050,360,Abnormal Gait,prosthetic,right side
cll9u8ov900053o6l3ad7pezo,Uj89KJwLYOY,https://www.youtube.com/watch?v=Uj89KJwLYOY,65,328,264,360,Abnormal Gait,cerebral palsy,back
cll9u9i8r00093o6l5ikd2m5u,Uj89KJwLYOY,https://www.youtube.com/watch?v=Uj89KJwLYOY,419,726,308,360,Abnormal Gait,cerebral palsy,front
cll9ub6zm000i3o6l9pagthuv,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,508,699,192,480,Abnormal Gait,exercise,front
cll9uc54b000m3o6lp356kyh6,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,1007,1208,202,480,Abnormal Gait,exercise,front
cll9ucwud000q3o6l14sjstwt,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,1473,1668,196,480,Abnormal Gait,exercise,front
cll9udswa000u3o6lwgei346g,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,1857,2028,172,480,Abnormal Gait,exercise,front
cll9uee8e000y3o6l6j48z4tx,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,2273,2413,141,480,Abnormal Gait,exercise,front
cll9uf30j00123o6lw9wpdi43,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,2624,2784,161,480,Abnormal Gait,exercise,front
cll9ufofj00163o6l0whdyobn,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,2994,3170,177,480,Abnormal Gait,exercise,front
cll9uh5a4001e3o6l9eue9kni,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,3761,3887,127,480,Abnormal Gait,exercise,front
cll9uhu2g001i3o6l5w4xpzhs,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,4099,4264,166,480,Abnormal Gait,exercise,front
cll9uigic001m3o6lx02tt005,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,4466,4616,151,480,Abnormal Gait,exercise,front
cll9uj0xb001q3o6lrwr7pk8u,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,4838,4995,158,480,Abnormal Gait,exercise,front
cll9ujz58001u3o6lsjtl6pva,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,5148,5301,154,480,Abnormal Gait,exercise,front
cll9ukoss001y3o6l50e0q3lu,Ul-s2LkWzEk,https://www.youtube.com/watch?v=Ul-s2LkWzEk,5489,5636,148,480,Abnormal Gait,exercise,front
cll9umyz800263o6lp0kko3h7,UQje0xGtHqg,https://www.youtube.com/watch?v=UQje0xGtHqg,2825,3005,181,360,Abnormal Gait,exercise,right side
cll9unvsh002a3o6l89tfljyx,UQje0xGtHqg,https://www.youtube.com/watch?v=UQje0xGtHqg,3195,3439,245,360,Abnormal Gait,exercise,right side
cll9uoucr002f3o6lxqw761ez,urKYdfhdyJI,https://www.youtube.com/watch?v=urKYdfhdyJI,14,89,76,240,Abnormal Gait,abnormal,left side
cll9uql1d002j3o6ldrfx551j,urKYdfhdyJI,https://www.youtube.com/watch?v=urKYdfhdyJI,90,132,43,240,Abnormal Gait,abnormal,left side
cll9us5dz002t3o6l40csibv8,-us6-5kgu4g,https://www.youtube.com/watch?v=-us6-5kgu4g,121,573,453,720,Abnormal Gait,exercise,front
cll9usru4002x3o6lx0n272sp,-us6-5kgu4g,https://www.youtube.com/watch?v=-us6-5kgu4g,592,933,342,720,Abnormal Gait,exercise,left side
cll9uuo0600383o6l2qtuk7lz,uV6dPE2sz7k,https://www.youtube.com/watch?v=uV6dPE2sz7k,1,185,185,480,Abnormal Gait,abnormal,right side
cll9uvanr003c3o6lpzud1lr4,uV6dPE2sz7k,https://www.youtube.com/watch?v=uV6dPE2sz7k,235,446,212,480,Abnormal Gait,abnormal,left side
cll9uvpau003g3o6llmw8nj01,uV6dPE2sz7k,https://www.youtube.com/watch?v=uV6dPE2sz7k,469,950,482,480,Abnormal Gait,abnormal,right side
cll9uw5d0003k3o6lrqtgjt9a,uV6dPE2sz7k,https://www.youtube.com/watch?v=uV6dPE2sz7k,972,1518,547,480,Abnormal Gait,abnormal,left side
