method,split,seed,extractor,evidence_status,metric,value,endpoint,scale_policy,condition,rank
unchanged,development,17,hrnet_w32,automated-source-screen,ankle_separation_mae,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
direct,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
direct,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
direct,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter0,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter1,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
filter2,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
initialized,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
static,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
static,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
static,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_error,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
direct,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
direct,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
direct,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter0,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter1,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
filter2,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
initialized,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
static,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
static,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
static,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_ratio,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
direct,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
direct,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
direct,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter0,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter0,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter0,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter1,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter1,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter1,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter2,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter2,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
filter2,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
initialized,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
initialized,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
initialized,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
joint_affine,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
joint_offset,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
paired_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
smoothnet,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
static,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
static,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
static,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
unchanged,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,visible,window_median_reference,blur_obstruction,
coordinate,development,17,hrnet_w32,automated-source-screen,visible_nle,0.008603830717832871,visible,window_median_reference,clean,7.0
coordinate,development,17,rtmpose_m,automated-source-screen,visible_nle,0.008268105262759892,visible,window_median_reference,clean,7.0
coordinate,development,17,vitpose_base,automated-source-screen,visible_nle,0.009101472356341572,visible,window_median_reference,clean,9.0
direct,development,17,hrnet_w32,automated-source-screen,visible_nle,0.007584200837601525,visible,window_median_reference,clean,1.0
direct,development,17,rtmpose_m,automated-source-screen,visible_nle,0.007177493261811528,visible,window_median_reference,clean,1.0
direct,development,17,vitpose_base,automated-source-screen,visible_nle,0.008064942466216437,visible,window_median_reference,clean,1.0
filter0,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01727476313358113,visible,window_median_reference,clean,13.0
filter0,development,17,rtmpose_m,automated-source-screen,visible_nle,0.0169123956294792,visible,window_median_reference,clean,12.0
filter0,development,17,vitpose_base,automated-source-screen,visible_nle,0.017484871666940113,visible,window_median_reference,clean,11.0
filter1,development,17,hrnet_w32,automated-source-screen,visible_nle,0.017080414037819736,visible,window_median_reference,clean,11.0
filter1,development,17,rtmpose_m,automated-source-screen,visible_nle,0.016912155607922065,visible,window_median_reference,clean,11.0
filter1,development,17,vitpose_base,automated-source-screen,visible_nle,0.017499139027446847,visible,window_median_reference,clean,13.0
filter2,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01712973724545711,visible,window_median_reference,clean,12.0
filter2,development,17,rtmpose_m,automated-source-screen,visible_nle,0.017014960527888635,visible,window_median_reference,clean,14.0
filter2,development,17,vitpose_base,automated-source-screen,visible_nle,0.017607188223042854,visible,window_median_reference,clean,14.0
initialized,development,17,hrnet_w32,automated-source-screen,visible_nle,0.008338718990922832,visible,window_median_reference,clean,6.0
initialized,development,17,rtmpose_m,automated-source-screen,visible_nle,0.007876719702347974,visible,window_median_reference,clean,6.0
initialized,development,17,vitpose_base,automated-source-screen,visible_nle,0.0090128951604044,visible,window_median_reference,clean,6.0
joint_affine,development,17,hrnet_w32,automated-source-screen,visible_nle,0.008817793210971678,visible,window_median_reference,clean,9.0
joint_affine,development,17,rtmpose_m,automated-source-screen,visible_nle,0.008424284839140712,visible,window_median_reference,clean,9.0
joint_affine,development,17,vitpose_base,automated-source-screen,visible_nle,0.00900702240635496,visible,window_median_reference,clean,5.0
joint_offset,development,17,hrnet_w32,automated-source-screen,visible_nle,0.008811927652549381,visible,window_median_reference,clean,8.0
joint_offset,development,17,rtmpose_m,automated-source-screen,visible_nle,0.008367200681205049,visible,window_median_reference,clean,8.0
joint_offset,development,17,vitpose_base,automated-source-screen,visible_nle,0.008956687680406647,visible,window_median_reference,clean,4.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.00823010242953816,visible,window_median_reference,clean,3.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.007694955805830019,visible,window_median_reference,clean,3.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.008880352583084,visible,window_median_reference,clean,3.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.0083328717043864,visible,window_median_reference,clean,4.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.007824325209702332,visible,window_median_reference,clean,4.0
paired_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.00904656539791704,visible,window_median_reference,clean,7.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,visible_nle,0.008338533237034963,visible,window_median_reference,clean,5.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,visible_nle,0.007827533148077956,visible,window_median_reference,clean,5.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,visible_nle,0.009065110598808403,visible,window_median_reference,clean,8.0
smoothnet,development,17,hrnet_w32,automated-source-screen,visible_nle,0.011099814335326716,visible,window_median_reference,clean,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,visible_nle,0.010866060021006959,visible,window_median_reference,clean,10.0
smoothnet,development,17,vitpose_base,automated-source-screen,visible_nle,0.011417112628520121,visible,window_median_reference,clean,10.0
static,development,17,hrnet_w32,automated-source-screen,visible_nle,0.008154196006528669,visible,window_median_reference,clean,2.0
static,development,17,rtmpose_m,automated-source-screen,visible_nle,0.007642696738788575,visible,window_median_reference,clean,2.0
static,development,17,vitpose_base,automated-source-screen,visible_nle,0.008751245009319265,visible,window_median_reference,clean,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01727476313358113,visible,window_median_reference,clean,13.0
unchanged,development,17,rtmpose_m,automated-source-screen,visible_nle,0.0169123956294792,visible,window_median_reference,clean,12.0
unchanged,development,17,vitpose_base,automated-source-screen,visible_nle,0.017484871666940113,visible,window_median_reference,clean,11.0
coordinate,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.009851454785806922,visible,window_median_reference,clean,7.0
coordinate,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.009236764013980134,visible,window_median_reference,clean,7.0
coordinate,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.01057058683714146,visible,window_median_reference,clean,6.0
direct,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.008265333897649971,visible,window_median_reference,clean,1.0
direct,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.007896265800814966,visible,window_median_reference,clean,1.0
direct,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.009084604788650193,visible,window_median_reference,clean,1.0
filter0,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.018810555414348083,visible,window_median_reference,clean,13.0
filter0,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.018769542744336176,visible,window_median_reference,clean,11.0
filter0,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.0188429338874304,visible,window_median_reference,clean,11.0
filter1,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.01863686206407663,visible,window_median_reference,clean,11.0
filter1,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.01879707591495698,visible,window_median_reference,clean,13.0
filter1,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.018881135562058726,visible,window_median_reference,clean,13.0
filter2,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.018776785902178877,visible,window_median_reference,clean,12.0
filter2,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.018980911996458284,visible,window_median_reference,clean,14.0
filter2,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.019067810040065445,visible,window_median_reference,clean,14.0
initialized,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.00920436194891765,visible,window_median_reference,clean,3.0
initialized,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.008429096723707896,visible,window_median_reference,clean,5.0
initialized,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.010106527777724444,visible,window_median_reference,clean,3.0
joint_affine,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.010346710338182312,visible,window_median_reference,clean,9.0
joint_affine,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.009641972878258215,visible,window_median_reference,clean,9.0
joint_affine,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.01065084440021324,visible,window_median_reference,clean,9.0
joint_offset,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.010286229110633278,visible,window_median_reference,clean,8.0
joint_offset,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.009492732133605637,visible,window_median_reference,clean,8.0
joint_offset,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.010493836681673478,visible,window_median_reference,clean,5.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.009163732432249857,visible,window_median_reference,clean,2.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.0080657749504192,visible,window_median_reference,clean,2.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.010264536801205463,visible,window_median_reference,clean,4.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.009380688267770571,visible,window_median_reference,clean,5.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.008394189796772726,visible,window_median_reference,clean,3.0
paired_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.010581410212720518,visible,window_median_reference,clean,7.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.009395871039750125,visible,window_median_reference,clean,6.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.008408626669931972,visible,window_median_reference,clean,4.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.010622211226770546,visible,window_median_reference,clean,8.0
smoothnet,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.0143936966986461,visible,window_median_reference,clean,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.013923349195979259,visible,window_median_reference,clean,10.0
smoothnet,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.01515161305228844,visible,window_median_reference,clean,10.0
static,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.009302564224158675,visible,window_median_reference,clean,4.0
static,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.008560129677731837,visible,window_median_reference,clean,6.0
static,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.010027373410864994,visible,window_median_reference,clean,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.018810555414348083,visible,window_median_reference,clean,13.0
unchanged,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.018769542744336176,visible,window_median_reference,clean,11.0
unchanged,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.0188429338874304,visible,window_median_reference,clean,11.0
coordinate,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
coordinate,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
coordinate,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
direct,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
direct,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
direct,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter0,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter0,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter0,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter1,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter1,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter1,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter2,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter2,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
filter2,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
initialized,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
initialized,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
initialized,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
joint_affine,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
joint_affine,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
joint_affine,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
joint_offset,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
joint_offset,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
joint_offset,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
paired_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
smoothnet,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
smoothnet,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
smoothnet,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
static,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
static,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
static,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
unchanged,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
unchanged,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,visible,window_median_reference,clean,1.0
